Age,GrLivArea,LotFrontage,LotArea,GarageArea,Fence,Pool
1.0,1402.0,53.0,3922.0,648.0,False,False
29.0,1647.0,80.0,12984.0,621.0,False,False
28.0,1556.0,24.0,1950.0,452.0,True,False
1.0,1904.0,74.0,10927.0,736.0,False,False
70.0,1375.0,50.0,9000.0,544.0,False,False
6.0,1200.0,30.0,3182.0,480.0,False,False
6.0,1494.0,88.0,12803.0,530.0,False,False
44.0,1986.0,85.0,13600.0,486.0,False,False
13.0,1040.0,82.0,12464.0,576.0,True,False
58.0,2008.0,78.0,7800.0,230.0,False,False
73.0,3194.0,78.0,12168.0,380.0,False,False
46.0,1029.0,61.0,7943.0,261.0,False,False
9.0,2153.0,,11050.0,736.0,False,False
29.0,1032.0,,10395.0,564.0,True,False
8.0,1872.0,,11885.0,531.0,False,False
0.0,1120.0,70.0,8402.0,0.0,False,False
38.0,630.0,21.0,1491.0,0.0,False,False
4.0,1509.0,,7861.0,393.0,False,False
54.0,832.0,59.0,7227.0,528.0,False,False
0.0,1828.0,90.0,11694.0,774.0,False,False
5.0,2262.0,85.0,12244.0,749.0,False,False
94.0,864.0,45.0,8248.0,0.0,False,False
34.0,2614.0,90.0,10800.0,624.0,False,False
32.0,980.0,71.0,7064.0,484.0,False,False
7.0,1512.0,,2117.0,440.0,False,False
34.0,1790.0,80.0,10400.0,484.0,False,False
48.0,1116.0,87.0,10000.0,440.0,False,False
47.0,1422.0,,12342.0,286.0,True,False
55.0,1520.0,80.0,9600.0,364.0,False,False
44.0,1350.0,82.0,9020.0,520.0,True,False
1.0,1554.0,34.0,4590.0,627.0,False,False
53.0,1056.0,80.0,9250.0,260.0,False,False
30.0,1056.0,64.0,6979.0,576.0,True,False
73.0,800.0,51.0,6120.0,0.0,False,False
55.0,1387.0,50.0,6000.0,256.0,False,False
98.0,796.0,67.0,8777.0,0.0,True,False
0.0,1567.0,53.0,3982.0,648.0,False,False
5.0,1518.0,62.0,12677.0,588.0,False,False
6.0,1929.0,,7050.0,650.0,False,False
37.0,2704.0,75.0,13860.0,538.0,True,False
38.0,1620.0,80.0,10793.0,462.0,True,False
0.0,1766.0,85.0,9187.0,478.0,False,False
36.0,981.0,,10530.0,576.0,False,False
58.0,1048.0,60.0,7200.0,420.0,False,False
55.0,1094.0,85.0,10452.0,495.0,False,False
44.0,1839.0,70.0,7700.0,442.0,False,False
37.0,630.0,21.0,1936.0,0.0,True,False
1.0,1665.0,65.0,8125.0,562.0,False,False
69.0,1510.0,60.0,9084.0,296.0,True,False
13.0,1716.0,70.0,8750.0,512.0,False,False
102.0,1469.0,60.0,10320.0,216.0,True,False
13.0,2113.0,91.0,10437.0,839.0,False,False
49.0,1053.0,72.0,10007.0,312.0,True,False
77.0,1502.0,60.0,7200.0,270.0,True,False
45.0,1486.0,75.0,9937.0,480.0,True,False
31.0,1935.0,,12384.0,550.0,False,False
15.0,2448.0,52.0,46589.0,711.0,False,False
41.0,1392.0,120.0,13560.0,576.0,False,False
36.0,1181.0,90.0,10012.0,588.0,True,False
1.0,2097.0,49.0,20896.0,1134.0,False,False
6.0,1936.0,106.0,11194.0,504.0,False,False
14.0,1679.0,65.0,8125.0,575.0,False,False
50.0,1437.0,,14175.0,576.0,False,False
84.0,1180.0,80.0,11600.0,252.0,False,False
4.0,1476.0,64.0,8633.0,540.0,False,False
84.0,1369.0,54.0,6629.0,300.0,False,False
29.0,1208.0,,11250.0,546.0,False,False
50.0,1839.0,110.0,14442.0,416.0,False,False
43.0,1136.0,80.0,9200.0,384.0,False,False
31.0,1441.0,24.0,2289.0,440.0,False,False
106.0,1774.0,60.0,9600.0,779.0,False,False
85.0,792.0,52.0,9022.0,240.0,False,False
1.0,2046.0,80.0,11844.0,834.0,False,False
46.0,988.0,,9945.0,572.0,False,False
30.0,923.0,50.0,8012.0,264.0,False,False
12.0,1291.0,,2887.0,431.0,False,False
5.0,1668.0,90.0,11248.0,702.0,False,False
12.0,1839.0,58.0,16770.0,486.0,False,False
23.0,2090.0,,5062.0,577.0,False,False
0.0,1761.0,84.0,10207.0,578.0,False,False
3.0,1102.0,,5105.0,480.0,False,False
0.0,1419.0,60.0,8089.0,567.0,False,False
2.0,1362.0,61.0,7577.0,460.0,False,False
4.0,848.0,,4426.0,420.0,False,False
13.0,4316.0,104.0,21535.0,832.0,False,False
17.0,2519.0,42.0,26178.0,628.0,False,False
73.0,1539.0,51.0,6120.0,576.0,True,False
19.0,1137.0,54.0,13811.0,551.0,False,False
85.0,616.0,50.0,6000.0,205.0,False,False
54.0,1148.0,57.0,6420.0,308.0,False,False
45.0,894.0,65.0,8450.0,336.0,True,False
4.0,1391.0,59.0,4282.0,530.0,False,False
4.0,1800.0,85.0,14331.0,765.0,False,False
37.0,1164.0,80.0,9600.0,528.0,False,False
0.0,2576.0,82.0,12438.0,666.0,False,False
110.0,1812.0,76.0,7630.0,672.0,True,False
6.0,1484.0,70.0,8400.0,606.0,False,False
80.0,1092.0,70.0,5600.0,0.0,False,False
36.0,1824.0,,115149.0,739.0,False,False
3.0,1324.0,48.0,6240.0,550.0,False,False
0.0,1456.0,65.0,9018.0,400.0,False,False
73.0,729.0,56.0,4130.0,0.0,False,False
20.0,1228.0,40.0,4671.0,472.0,False,False
36.0,960.0,60.0,9873.0,576.0,False,False
34.0,1479.0,,13517.0,475.0,False,False
35.0,1350.0,78.0,10140.0,478.0,True,False
117.0,2554.0,60.0,10800.0,704.0,False,False
35.0,1178.0,80.0,10000.0,439.0,True,False
15.0,2418.0,96.0,10542.0,983.0,False,False
37.0,971.0,69.0,9920.0,300.0,False,False
21.0,1742.0,,6563.0,564.0,False,False
6.0,848.0,,4426.0,420.0,False,False
39.0,864.0,70.0,8120.0,463.0,False,False
54.0,1470.0,60.0,8172.0,548.0,False,False
2.0,1698.0,86.0,13286.0,768.0,False,False
39.0,864.0,60.0,6960.0,660.0,False,False
21.0,1680.0,,21695.0,540.0,False,False
2.0,1232.0,64.0,7314.0,632.0,False,False
84.0,1208.0,52.0,6240.0,539.0,False,False
15.0,1616.0,39.0,5389.0,608.0,False,False
4.0,1146.0,73.0,9590.0,438.0,False,False
10.0,2031.0,75.0,11404.0,541.0,False,False
48.0,1144.0,80.0,10000.0,264.0,True,False
92.0,1768.0,60.0,10800.0,320.0,False,False
56.0,1040.0,60.0,8544.0,400.0,False,False
1.0,1801.0,72.0,10463.0,800.0,False,False
22.0,1200.0,60.0,10800.0,0.0,False,False
5.0,1728.0,65.0,9313.0,572.0,False,False
47.0,912.0,65.0,6768.0,288.0,True,False
7.0,1349.0,65.0,8450.0,539.0,True,False
46.0,1464.0,70.0,12886.0,480.0,False,False
15.0,1337.0,41.0,5395.0,462.0,False,False
32.0,2715.0,,8963.0,831.0,False,False
9.0,2256.0,,8795.0,554.0,False,False
129.0,2640.0,65.0,11700.0,864.0,False,False
14.0,1720.0,59.0,10593.0,527.0,False,False
64.0,1529.0,50.0,8405.0,240.0,False,False
100.0,1140.0,55.0,8800.0,0.0,False,False
4.0,1320.0,,7750.0,400.0,False,False
9.0,1494.0,79.0,9236.0,576.0,False,False
1.0,2098.0,80.0,10240.0,878.0,False,False
40.0,1026.0,61.0,7930.0,440.0,False,False
10.0,1471.0,34.0,3230.0,440.0,False,False
2.0,1768.0,68.0,10769.0,578.0,False,False
9.0,1501.0,24.0,2280.0,440.0,False,False
12.0,2531.0,65.0,12257.0,752.0,False,False
50.0,864.0,70.0,9100.0,300.0,False,False
85.0,1301.0,60.0,6911.0,440.0,False,False
1.0,1547.0,72.0,8640.0,614.0,False,False
10.0,2365.0,82.0,9430.0,856.0,False,False
11.0,1494.0,30.0,9549.0,481.0,False,False
0.0,1506.0,75.0,14587.0,592.0,False,False
22.0,1714.0,80.0,10421.0,496.0,True,False
68.0,1750.0,75.0,12508.0,423.0,False,False
2.0,1836.0,70.0,9100.0,484.0,False,False
7.0,3279.0,47.0,53504.0,841.0,False,False
27.0,858.0,,7252.0,576.0,False,False
55.0,1220.0,67.0,8877.0,396.0,False,False
49.0,912.0,70.0,10150.0,275.0,False,False
1.0,1973.0,110.0,14226.0,895.0,False,False
11.0,1204.0,32.0,4500.0,412.0,False,False
1.0,1614.0,86.0,11210.0,865.0,False,False
32.0,894.0,100.0,13350.0,440.0,True,False
30.0,2020.0,60.0,8400.0,630.0,False,False
29.0,1004.0,78.0,10530.0,504.0,False,False
12.0,1253.0,63.0,7875.0,402.0,False,False
14.0,1603.0,65.0,7153.0,484.0,False,False
8.0,1430.0,67.0,16285.0,605.0,False,False
31.0,1110.0,,9101.0,602.0,False,False
94.0,1484.0,35.0,6300.0,0.0,False,False
42.0,1342.0,,9790.0,457.0,False,False
95.0,1652.0,60.0,10800.0,416.0,False,False
6.0,2084.0,76.0,10142.0,618.0,False,False
54.0,901.0,50.0,6000.0,281.0,False,False
41.0,2087.0,,12205.0,444.0,False,False
4.0,1145.0,43.0,3182.0,397.0,False,False
31.0,1062.0,,11333.0,539.0,False,False
11.0,2013.0,92.0,9920.0,455.0,False,False
0.0,1496.0,76.0,9158.0,474.0,False,False
14.0,1895.0,,10832.0,409.0,False,False
30.0,1564.0,70.0,8400.0,476.0,True,False
30.0,1285.0,71.0,8197.0,528.0,True,False
1.0,3140.0,104.0,13518.0,820.0,False,False
70.0,1768.0,60.0,7200.0,240.0,True,False
11.0,1688.0,79.0,12798.0,603.0,False,False
91.0,1196.0,40.0,4800.0,440.0,False,False
3.0,1456.0,63.0,8199.0,410.0,False,False
1.0,2822.0,107.0,13891.0,1020.0,False,False
0.0,1428.0,91.0,12274.0,554.0,False,False
39.0,980.0,75.0,9750.0,384.0,False,False
86.0,1576.0,144.0,21384.0,528.0,False,False
40.0,1086.0,85.0,13400.0,484.0,True,False
111.0,2138.0,90.0,8100.0,360.0,True,False
32.0,1309.0,78.0,10140.0,484.0,True,True
4.0,848.0,,4438.0,420.0,False,False
49.0,1442.0,75.0,9750.0,301.0,False,False
88.0,1250.0,45.0,8248.0,280.0,False,False
12.0,1661.0,48.0,12137.0,598.0,False,False
52.0,1008.0,,11425.0,275.0,False,False
6.0,1689.0,,13265.0,857.0,False,False
39.0,1052.0,80.0,8816.0,440.0,True,False
1.0,1358.0,44.0,6371.0,484.0,False,False
5.0,1640.0,72.0,7226.0,595.0,False,False
56.0,936.0,60.0,6000.0,576.0,False,False
69.0,1489.0,60.0,9900.0,240.0,True,False
0.0,1489.0,81.0,11216.0,776.0,False,False
1.0,2084.0,114.0,14803.0,1220.0,False,False
84.0,784.0,50.0,6130.0,0.0,False,False
8.0,1434.0,65.0,8529.0,527.0,False,False
1.0,1223.0,24.0,2544.0,480.0,False,False
51.0,1392.0,80.0,11900.0,458.0,False,False
1.0,1200.0,30.0,3180.0,480.0,False,False
7.0,1829.0,44.0,9548.0,613.0,False,False
45.0,1516.0,100.0,10004.0,472.0,False,False
47.0,1144.0,75.0,7875.0,456.0,True,False
60.0,1067.0,60.0,9600.0,436.0,False,False
59.0,1559.0,90.0,8100.0,812.0,True,False
35.0,987.0,21.0,1680.0,264.0,False,False
13.0,1099.0,75.0,9525.0,352.0,False,False
62.0,1200.0,70.0,11767.0,240.0,False,False
83.0,1482.0,,12155.0,400.0,False,False
104.0,1539.0,60.0,10440.0,686.0,False,False
42.0,1165.0,82.0,9020.0,490.0,True,False
46.0,1800.0,80.0,8000.0,0.0,False,False
93.0,1416.0,100.0,12665.0,720.0,False,False
32.0,1701.0,,16647.0,611.0,False,False
16.0,1775.0,75.0,9317.0,425.0,False,False
37.0,864.0,36.0,15523.0,338.0,False,False
100.0,2358.0,75.0,45600.0,360.0,False,False
31.0,1855.0,80.0,9600.0,512.0,False,False
4.0,848.0,36.0,4435.0,420.0,False,False
3.0,1456.0,,3196.0,400.0,False,False
66.0,1646.0,53.0,7128.0,240.0,True,False
45.0,1445.0,,12095.0,645.0,True,False
48.0,1040.0,,6897.0,260.0,False,False
30.0,1026.0,,10970.0,576.0,True,False
15.0,1481.0,65.0,8125.0,343.0,False,False
38.0,2654.0,,11029.0,619.0,False,False
89.0,1426.0,55.0,7642.0,216.0,True,False
45.0,1039.0,75.0,11625.0,504.0,False,False
26.0,1097.0,81.0,9672.0,480.0,True,False
50.0,1148.0,70.0,7931.0,672.0,True,False
1.0,1372.0,72.0,8640.0,529.0,False,False
39.0,1002.0,,8750.0,902.0,True,False
1.0,1646.0,67.0,10656.0,870.0,False,False
46.0,1120.0,85.0,6970.0,544.0,False,False
58.0,2320.0,,14762.0,672.0,False,False
17.0,1949.0,80.0,9938.0,574.0,True,False
47.0,894.0,60.0,6600.0,308.0,False,False
12.0,1682.0,70.0,8750.0,523.0,False,False
55.0,910.0,74.0,8892.0,414.0,True,False
60.0,1268.0,60.0,12144.0,288.0,False,False
0.0,2610.0,75.0,9000.0,550.0,False,False
44.0,1040.0,94.0,25286.0,648.0,False,False
5.0,2224.0,74.0,8834.0,738.0,False,False
49.0,1155.0,88.0,11782.0,576.0,True,False
31.0,864.0,,7000.0,336.0,True,False
2.0,1090.0,60.0,7024.0,450.0,False,False
17.0,1717.0,44.0,13758.0,400.0,False,False
17.0,1593.0,,9636.0,389.0,True,False
94.0,2230.0,60.0,6204.0,440.0,False,False
42.0,892.0,65.0,7150.0,288.0,True,False
53.0,1393.0,59.0,16466.0,300.0,False,False
37.0,2217.0,95.0,15865.0,621.0,False,False
56.0,1505.0,128.0,12160.0,505.0,False,False
58.0,924.0,60.0,8064.0,576.0,True,False
31.0,1683.0,70.0,11184.0,440.0,False,False
43.0,1068.0,70.0,8414.0,264.0,True,False
54.0,1383.0,,13284.0,354.0,True,False
30.0,1535.0,64.0,7018.0,400.0,False,False
45.0,1796.0,71.0,7056.0,483.0,False,False
30.0,2240.0,64.0,7018.0,528.0,False,False
1.0,2364.0,100.0,12919.0,820.0,False,False
45.0,1236.0,65.0,6993.0,288.0,False,False
36.0,858.0,,7340.0,684.0,False,False
52.0,1306.0,64.0,8712.0,756.0,False,False
3.0,1509.0,63.0,7875.0,393.0,False,False
0.0,1670.0,50.0,14859.0,690.0,False,False
40.0,902.0,,6173.0,288.0,True,False
56.0,1063.0,80.0,9920.0,280.0,True,False
1.0,1636.0,116.0,13501.0,865.0,False,False
70.0,2057.0,86.0,11500.0,180.0,False,False
23.0,902.0,,8885.0,484.0,True,False
4.0,1484.0,149.0,12589.0,390.0,False,False
50.0,2274.0,80.0,11600.0,480.0,False,False
32.0,1268.0,,9286.0,252.0,False,False
58.0,2002.0,82.0,6270.0,871.0,False,False
0.0,1224.0,30.0,3000.0,528.0,False,False
37.0,1092.0,21.0,2001.0,286.0,False,False
53.0,1229.0,,17140.0,284.0,False,False
16.0,2127.0,103.0,13125.0,833.0,True,False
50.0,1414.0,87.0,11029.0,601.0,False,False
13.0,1721.0,70.0,8462.0,471.0,False,False
108.0,2200.0,67.0,8777.0,0.0,True,False
1.0,1316.0,65.0,10237.0,397.0,False,False
15.0,1617.0,50.0,8012.0,533.0,False,False
26.0,1686.0,79.0,10240.0,612.0,False,False
4.0,2374.0,93.0,11999.0,656.0,False,False
40.0,1978.0,,9900.0,486.0,True,False
8.0,1788.0,,11838.0,522.0,False,False
9.0,2236.0,,13006.0,642.0,False,False
2.0,1466.0,73.0,8925.0,610.0,False,False
44.0,925.0,70.0,9100.0,429.0,True,False
1.0,1905.0,84.0,11670.0,788.0,False,False
5.0,1500.0,63.0,8487.0,570.0,False,False
48.0,2069.0,313.0,27650.0,505.0,False,False
80.0,747.0,52.0,5825.0,528.0,False,False
6.0,1200.0,67.0,10083.0,555.0,False,False
4.0,1971.0,75.0,9675.0,689.0,False,False
0.0,1962.0,73.0,8760.0,868.0,False,False
70.0,2403.0,,24090.0,349.0,False,False
30.0,1728.0,55.0,12640.0,574.0,False,False
10.0,2060.0,,8755.0,390.0,True,False
40.0,1632.0,100.0,25000.0,576.0,False,False
119.0,1869.0,98.0,8820.0,456.0,True,False
47.0,1144.0,70.0,8163.0,796.0,False,False
5.0,1629.0,85.0,14536.0,808.0,False,False
4.0,1776.0,65.0,14006.0,474.0,False,False
38.0,1381.0,78.0,9360.0,676.0,False,False
57.0,864.0,60.0,7200.0,720.0,False,False
37.0,768.0,60.0,7200.0,396.0,True,False
39.0,1968.0,,11075.0,530.0,True,False
31.0,980.0,35.0,9400.0,0.0,False,False
61.0,1958.0,82.0,7136.0,492.0,False,False
29.0,1229.0,24.0,1300.0,462.0,True,False
45.0,1057.0,70.0,7420.0,576.0,False,False
4.0,1337.0,65.0,8450.0,531.0,False,False
11.0,1416.0,24.0,2572.0,484.0,False,False
52.0,858.0,50.0,7207.0,0.0,False,False
31.0,2872.0,,12227.0,619.0,False,False
31.0,1548.0,24.0,2308.0,440.0,False,False
2.0,1800.0,122.0,11923.0,702.0,False,False
8.0,1894.0,80.0,11316.0,510.0,False,False
2.0,1484.0,65.0,10237.0,393.0,False,False
69.0,1308.0,130.0,9600.0,256.0,False,False
53.0,1098.0,,7390.0,260.0,False,False
48.0,1095.0,75.0,10382.0,264.0,False,False
6.0,1626.0,36.0,2268.0,474.0,False,False
31.0,918.0,55.0,7892.0,264.0,False,False
1.0,1428.0,95.0,11639.0,480.0,False,False
99.0,2019.0,60.0,11414.0,532.0,True,False
6.0,1382.0,,2651.0,490.0,False,False
83.0,869.0,51.0,5900.0,0.0,False,False
1.0,1241.0,35.0,4274.0,569.0,False,False
46.0,1121.0,80.0,8816.0,480.0,True,False
47.0,999.0,,12122.0,588.0,False,False
11.0,2612.0,98.0,12203.0,676.0,False,False
1.0,1266.0,43.0,3182.0,388.0,False,False
6.0,2290.0,,11250.0,779.0,False,False
32.0,1734.0,75.0,10125.0,539.0,False,False
58.0,1164.0,68.0,10880.0,240.0,False,False
96.0,1635.0,59.0,5310.0,255.0,False,False
1.0,1940.0,83.0,10159.0,606.0,False,False
31.0,2030.0,,12046.0,551.0,False,False
0.0,1576.0,65.0,8125.0,614.0,False,False
9.0,2392.0,82.0,9452.0,870.0,False,False
127.0,1742.0,121.0,17671.0,424.0,False,False
43.0,1851.0,80.0,9760.0,440.0,True,False
1.0,1500.0,68.0,8846.0,564.0,False,False
3.0,1718.0,96.0,12456.0,786.0,False,False
45.0,1050.0,,10659.0,368.0,False,False
39.0,1442.0,,11717.0,615.0,False,False
84.0,1077.0,60.0,9786.0,210.0,False,False
4.0,1208.0,64.0,6762.0,632.0,False,False
57.0,944.0,74.0,10206.0,528.0,False,False
2.0,1574.0,75.0,11957.0,824.0,False,False
31.0,1680.0,,11500.0,528.0,False,False
4.0,1504.0,43.0,3182.0,457.0,False,False
31.0,985.0,65.0,8385.0,328.0,False,False
37.0,1657.0,,12155.0,484.0,False,False
39.0,1092.0,21.0,2217.0,286.0,False,False
5.0,1710.0,43.0,12118.0,550.0,False,False
80.0,1522.0,60.0,6000.0,0.0,False,False
60.0,1271.0,115.0,21286.0,312.0,False,False
45.0,1664.0,75.0,9825.0,0.0,False,False
84.0,1502.0,55.0,10592.0,180.0,False,False
99.0,1022.0,60.0,7200.0,280.0,False,False
59.0,1082.0,60.0,11664.0,240.0,False,False
8.0,1665.0,70.0,8400.0,528.0,False,False
13.0,1504.0,73.0,11883.0,478.0,False,False
16.0,1472.0,,10784.0,402.0,False,False
1.0,1506.0,43.0,3013.0,440.0,False,False
3.0,1132.0,60.0,7024.0,451.0,False,False
0.0,1220.0,64.0,7406.0,632.0,False,False
77.0,1248.0,52.0,9439.0,160.0,False,False
3.0,1504.0,43.0,3182.0,437.0,False,False
35.0,882.0,70.0,7700.0,461.0,True,False
50.0,1264.0,73.0,9300.0,461.0,False,False
1.0,1646.0,71.0,9520.0,800.0,False,False
66.0,1376.0,79.0,9492.0,240.0,False,False
34.0,1218.0,21.0,1680.0,264.0,False,False
90.0,1928.0,,7082.0,0.0,False,False
89.0,3082.0,102.0,15863.0,672.0,False,False
4.0,1654.0,,8125.0,900.0,False,False
69.0,954.0,50.0,6305.0,240.0,True,False
52.0,845.0,,11500.0,290.0,False,False
2.0,1620.0,89.0,12898.0,912.0,False,False
7.0,2263.0,,9240.0,905.0,False,False
39.0,1344.0,21.0,1533.0,0.0,False,False
39.0,630.0,21.0,1477.0,286.0,False,False
49.0,1803.0,88.0,13125.0,484.0,True,False
42.0,1632.0,,9130.0,484.0,False,False
4.0,1306.0,34.0,5381.0,624.0,False,False
18.0,2329.0,86.0,11839.0,514.0,False,False
28.0,2524.0,80.0,9600.0,542.0,True,False
54.0,1733.0,,13680.0,452.0,False,False
1.0,2868.0,85.0,16056.0,716.0,False,False
14.0,990.0,57.0,9245.0,672.0,False,False
49.0,1771.0,100.0,21750.0,336.0,True,False
0.0,1302.0,73.0,8993.0,436.0,False,False
0.0,1316.0,103.0,11175.0,440.0,False,False
43.0,1977.0,100.0,9500.0,540.0,True,False
53.0,1526.0,68.0,8562.0,364.0,False,False
4.0,1989.0,90.0,11367.0,586.0,False,False
1.0,1364.0,43.0,7052.0,484.0,False,False
15.0,1850.0,,29959.0,467.0,False,False
1.0,2184.0,96.0,11308.0,836.0,False,False
75.0,1991.0,,11275.0,432.0,False,False
9.0,1338.0,41.0,4920.0,582.0,False,False
107.0,2337.0,85.0,13600.0,560.0,False,False
81.0,1103.0,50.0,6000.0,440.0,True,False
43.0,1154.0,,11000.0,480.0,True,False
14.0,2260.0,80.0,14000.0,533.0,False,False
16.0,1571.0,59.0,7837.0,380.0,False,False
44.0,1611.0,80.0,9760.0,442.0,False,False
33.0,2521.0,42.0,3964.0,576.0,True,False
58.0,893.0,60.0,9600.0,576.0,False,False
51.0,1048.0,72.0,10152.0,286.0,False,False
41.0,1556.0,78.0,11700.0,441.0,False,False
58.0,1456.0,50.0,7585.0,280.0,False,False
32.0,1426.0,75.0,7950.0,440.0,True,False
1.0,1240.0,74.0,8556.0,826.0,False,False
67.0,1740.0,75.0,13125.0,240.0,False,False
70.0,1466.0,60.0,10800.0,566.0,False,False
2.0,848.0,37.0,4435.0,420.0,False,False
13.0,990.0,65.0,8775.0,299.0,False,False
47.0,1040.0,75.0,7500.0,308.0,True,False
5.0,1459.0,70.0,8749.0,527.0,False,False
42.0,1251.0,80.0,8800.0,461.0,True,False
11.0,1498.0,,13031.0,409.0,False,False
18.0,996.0,73.0,9069.0,564.0,False,False
37.0,1092.0,,1974.0,286.0,False,False
4.0,1953.0,85.0,10574.0,1043.0,False,False
2.0,1709.0,24.0,2522.0,380.0,False,False
1.0,1247.0,37.0,3316.0,550.0,False,False
59.0,1040.0,60.0,8544.0,400.0,False,False
9.0,1252.0,24.0,2160.0,462.0,False,False
83.0,1694.0,60.0,8400.0,576.0,False,False
41.0,1200.0,71.0,9230.0,884.0,True,False
54.0,936.0,74.0,5868.0,308.0,False,False
1.0,1314.0,78.0,9317.0,440.0,False,False
93.0,1355.0,60.0,6882.0,0.0,False,False
21.0,1088.0,,3696.0,461.0,False,False
73.0,1324.0,50.0,6000.0,240.0,False,False
89.0,438.0,60.0,8400.0,246.0,False,False
36.0,950.0,61.0,9758.0,280.0,False,False
47.0,1194.0,79.0,8910.0,539.0,False,False
37.0,1302.0,24.0,2016.0,440.0,False,False
16.0,2622.0,98.0,12256.0,712.0,False,False
17.0,1442.0,114.0,10357.0,719.0,False,False
0.0,2021.0,168.0,23257.0,422.0,False,False
5.0,1836.0,107.0,11362.0,862.0,False,False
13.0,1658.0,,8000.0,431.0,False,False
32.0,1964.0,80.0,10480.0,483.0,False,False
49.0,816.0,73.0,7100.0,308.0,False,False
54.0,1008.0,66.0,8923.0,240.0,False,False
52.0,833.0,90.0,5400.0,326.0,True,False
0.0,1734.0,93.0,12085.0,928.0,False,False
7.0,1419.0,,7750.0,527.0,False,False
41.0,894.0,57.0,9764.0,450.0,False,False
50.0,1601.0,85.0,13825.0,300.0,False,False
47.0,1040.0,70.0,7560.0,286.0,True,False
87.0,1012.0,59.0,8263.0,308.0,True,False
1.0,1552.0,84.0,10084.0,782.0,False,False
62.0,698.0,50.0,9405.0,0.0,False,False
15.0,1482.0,,9125.0,392.0,False,False
54.0,1005.0,60.0,10434.0,672.0,False,False
2.0,1555.0,53.0,3684.0,660.0,False,False
3.0,1959.0,59.0,11796.0,434.0,False,False
27.0,936.0,60.0,7200.0,672.0,False,False
81.0,1981.0,65.0,7804.0,576.0,True,False
127.0,2210.0,90.0,9900.0,205.0,False,False
14.0,2020.0,80.0,9828.0,466.0,False,False
10.0,1600.0,57.0,8773.0,460.0,False,False
81.0,986.0,60.0,6180.0,180.0,False,False
135.0,1020.0,54.0,6342.0,0.0,False,False
32.0,1567.0,,9819.0,714.0,False,False
87.0,1167.0,98.0,8731.0,495.0,False,False
33.0,1868.0,,10304.0,484.0,False,False
1.0,2828.0,77.0,9965.0,1052.0,False,False
49.0,1006.0,,9000.0,0.0,False,False
69.0,924.0,60.0,12180.0,280.0,True,False
21.0,1298.0,,11200.0,403.0,False,False
68.0,1564.0,75.0,12000.0,234.0,False,False
82.0,1111.0,,5700.0,288.0,False,False
89.0,1482.0,50.0,9000.0,324.0,False,False
57.0,932.0,57.0,8280.0,306.0,True,False
47.0,1466.0,134.0,17755.0,528.0,False,False
78.0,816.0,,5890.0,432.0,False,False
43.0,1820.0,,13700.0,492.0,True,False
31.0,1437.0,90.0,10768.0,528.0,False,False
43.0,1265.0,85.0,9350.0,502.0,True,False
2.0,1314.0,34.0,5001.0,626.0,False,False
1.0,1580.0,92.0,11932.0,830.0,False,False
34.0,1876.0,76.0,9120.0,540.0,False,False
32.0,1456.0,24.0,2280.0,440.0,False,False
54.0,1640.0,,14778.0,924.0,False,False
39.0,894.0,109.0,8724.0,450.0,False,False
39.0,1258.0,60.0,12900.0,400.0,False,False
29.0,1432.0,,16157.0,588.0,False,False
0.0,1502.0,79.0,9541.0,644.0,False,False
2.0,1694.0,64.0,10475.0,776.0,False,False
6.0,1671.0,58.0,10852.0,472.0,False,False
73.0,2108.0,120.0,13728.0,540.0,False,False
11.0,3627.0,118.0,35760.0,807.0,False,False
31.0,1118.0,76.0,9880.0,358.0,True,True
50.0,1261.0,76.0,9120.0,433.0,False,False
2.0,1250.0,35.0,4017.0,625.0,False,False
61.0,3086.0,138.0,18030.0,0.0,True,False
74.0,2345.0,80.0,16560.0,360.0,False,False
15.0,2872.0,85.0,10678.0,541.0,False,False
24.0,923.0,37.0,6951.0,264.0,True,False
83.0,1224.0,,3950.0,210.0,False,False
88.0,1343.0,54.0,7681.0,186.0,False,False
52.0,1124.0,77.0,8335.0,0.0,False,False
16.0,2514.0,,11170.0,693.0,True,False
0.0,1652.0,64.0,5587.0,482.0,False,False
86.0,1130.0,60.0,10800.0,720.0,False,False
44.0,1572.0,50.0,35133.0,995.0,False,False
82.0,1221.0,60.0,9738.0,392.0,False,False
12.0,1624.0,89.0,12461.0,757.0,True,False
7.0,1660.0,68.0,8935.0,493.0,False,False
11.0,1804.0,60.0,7500.0,442.0,False,False
46.0,1622.0,,32463.0,1356.0,False,False
8.0,1441.0,24.0,2645.0,492.0,False,False
82.0,1472.0,60.0,9600.0,250.0,True,False
10.0,1224.0,,4500.0,402.0,False,False
41.0,1352.0,80.0,9364.0,299.0,True,False
3.0,1456.0,51.0,8029.0,400.0,False,False
0.0,1863.0,58.0,14054.0,660.0,False,False
90.0,1690.0,65.0,8850.0,225.0,False,False
8.0,1212.0,70.0,9100.0,573.0,False,False
43.0,1382.0,75.0,11235.0,459.0,False,False
11.0,1779.0,80.0,10400.0,546.0,False,False
84.0,1348.0,50.0,6000.0,216.0,False,False
9.0,1630.0,75.0,9750.0,451.0,False,False
31.0,1074.0,78.0,10140.0,495.0,True,False
19.0,2196.0,90.0,14684.0,701.0,False,False
40.0,1056.0,,8900.0,384.0,True,False
3.0,1700.0,70.0,9135.0,544.0,False,False
