,index,AgeBins,Bldg Type,Gr Liv Area,Lot Frontage,Lot Area,Has2ndFloor,HasBasement,HasGarage,has_fireplace,Bedroom AbvGr,Kitchen AbvGr,Bathrooms,Overall Qual,SalePrice
343,411,2,Twnhs,1055,24,2280,False,True,True,1,2,1,2.0,7,123000
344,412,2,TwnhsE,1322,24,2308,True,True,True,1,3,1,2.5,6,147000
345,413,2,Twnhs,1456,24,2349,True,True,True,1,3,1,2.5,6,137900
346,414,2,TwnhsE,1548,24,2364,True,True,True,1,3,1,2.5,6,147000
347,415,2,Twnhs,1441,24,2289,True,True,True,1,3,1,2.5,6,148500
348,416,2,TwnhsE,1456,24,2364,True,True,True,1,3,1,2.5,6,138000
349,417,2,TwnhsE,836,24,2104,False,True,True,0,2,1,1.0,7,128500
350,418,2,1Fam,892,65,7150,False,True,True,0,3,1,1.0,5,100000
351,419,2,1Fam,1120,74,10710,False,True,True,1,3,1,1.0,5,148800
352,420,0,1Fam,1718,96,12456,False,True,True,1,3,1,2.0,10,337500
353,424,0,1Fam,1652,108,13173,False,True,True,1,2,1,2.0,9,325000
354,425,0,1Fam,1600,110,14230,False,True,True,1,3,1,2.0,8,256300
355,426,0,1Fam,2042,98,12704,False,True,True,1,3,1,2.5,8,253293
356,428,0,1Fam,2184,96,11308,True,True,True,1,3,1,2.5,9,335000
357,437,0,1Fam,1717,87,11146,False,True,True,1,3,1,2.0,8,255500
358,438,0,1Fam,1743,87,10367,False,True,True,1,3,1,2.0,9,335000
359,439,0,1Fam,1713,76,9591,False,True,True,1,3,1,2.0,8,274900
360,440,0,1Fam,1531,77,10872,False,True,True,1,2,1,2.0,9,300000
361,441,0,1Fam,1808,102,13514,False,True,True,1,3,1,2.0,9,324000
362,443,0,1Fam,1836,107,11362,False,True,True,1,3,1,2.0,8,280000
363,444,1,1Fam,1629,85,10655,False,True,True,1,3,1,2.0,8,284000
364,445,1,1Fam,1760,90,12878,False,True,True,1,3,1,2.0,7,269500
365,446,0,1Fam,1502,79,9541,False,True,True,0,3,1,2.0,7,233170
366,449,1,1Fam,2400,96,13262,True,True,True,1,4,1,3.5,8,290000
367,450,0,1Fam,1606,70,9658,False,True,True,1,3,1,2.0,8,255900
368,451,0,TwnhsE,1358,47,6904,False,True,True,1,2,1,2.0,6,213000
369,452,0,Twnhs,1306,34,5381,False,True,True,1,1,1,2.0,6,196000
370,453,0,Twnhs,1306,34,5122,False,True,True,1,1,1,2.0,6,184500
371,454,0,TwnhsE,1358,80,10307,False,True,True,1,2,1,2.0,7,212500
372,455,0,Twnhs,1314,34,5001,False,True,True,1,2,1,2.0,7,230000
373,458,0,TwnhsE,1884,44,7390,False,True,True,1,2,1,2.0,9,320000
374,459,0,TwnhsE,1456,48,6472,False,True,True,1,2,1,2.0,9,248500
375,461,0,TwnhsE,1324,48,6240,False,True,True,1,2,1,2.0,8,254000
376,462,1,TwnhsE,1405,48,3480,False,True,True,1,2,1,2.0,7,173000
377,463,1,Twnhs,1626,36,2268,True,True,True,0,2,1,2.0,7,173000
378,464,0,1Fam,1456,63,10928,True,True,True,1,3,1,2.5,7,184000
379,465,0,1Fam,1490,57,8918,True,True,True,1,3,1,2.5,6,167800
380,468,0,TwnhsE,1555,53,3684,False,True,True,1,2,1,2.0,7,174000
381,469,0,TwnhsE,1569,51,3635,False,True,True,1,1,1,2.0,7,175900
382,470,0,TwnhsE,1555,43,3182,False,True,True,1,2,1,2.0,7,192500
383,471,0,TwnhsE,1504,43,3182,False,True,True,1,1,1,2.0,7,181000
384,472,0,TwnhsE,1220,43,3182,False,True,True,1,2,1,2.0,7,180000
385,473,0,TwnhsE,1145,43,3182,False,True,True,1,2,1,2.0,7,160200
386,474,0,1Fam,1432,71,7795,True,True,True,1,3,1,2.5,7,188500
387,475,1,1Fam,2267,73,8068,True,True,True,1,4,1,2.5,6,200000
388,476,0,1Fam,1374,59,9434,True,True,True,1,3,1,2.5,7,170000
389,477,0,1Fam,1630,62,7984,True,True,True,1,3,1,2.5,7,189500
390,478,1,1Fam,1419,73,7750,True,True,True,1,3,1,2.5,8,184100
391,479,0,1Fam,1594,61,10125,True,True,True,1,3,1,2.5,7,195500
392,480,1,1Fam,1489,73,8965,True,True,True,1,3,1,2.5,7,192000
393,481,1,1Fam,1342,73,8174,True,True,True,1,3,1,2.5,7,178000
394,482,0,Twnhs,1314,34,5063,False,True,True,1,2,1,2.0,7,207500
395,483,1,1Fam,2256,73,8795,True,True,True,1,4,1,2.5,7,236000
396,484,1,1Fam,2004,73,12891,True,True,True,1,4,1,2.5,8,257500
397,485,1,1Fam,2054,73,12224,True,True,True,1,3,1,2.5,6,244000
398,486,0,1Fam,1374,61,9734,True,True,True,0,3,1,2.5,7,167000
399,487,1,1Fam,1800,60,8123,True,True,True,1,3,1,2.5,6,179000
400,488,1,1Fam,1514,42,8433,True,True,True,1,3,1,2.5,6,190000
401,489,1,1Fam,1430,62,7750,True,True,True,1,3,1,2.5,7,156000
402,490,1,1Fam,2312,73,15896,True,True,True,1,4,1,2.5,7,245000
403,491,1,1Fam,1675,73,24682,True,True,True,1,3,1,2.5,6,181000
404,492,1,1Fam,2060,73,8755,True,True,True,1,3,1,2.5,7,214000
405,493,1,1Fam,1430,64,7848,True,True,True,1,3,1,2.5,7,168000
406,494,1,1Fam,2365,82,9430,True,True,True,1,3,1,2.5,8,337000
407,497,1,1Fam,2450,90,16545,True,True,True,1,3,1,2.5,8,340000
408,499,1,1Fam,2344,79,10208,True,True,True,1,3,1,2.5,7,265000
409,500,1,1Fam,2063,90,10750,False,True,True,1,3,1,2.0,8,315000
410,502,1,1Fam,2061,79,9085,True,True,True,1,3,1,2.5,7,260000
411,503,1,1Fam,2232,90,11692,True,True,True,1,3,1,2.5,8,263550
412,506,0,1Fam,1468,74,9612,False,True,True,1,3,1,2.0,8,244600
413,507,0,1Fam,1696,86,11194,False,True,True,0,3,1,2.0,8,275000
414,508,0,1Fam,1658,78,10206,False,True,True,1,3,1,2.5,8,257500
415,509,0,1Fam,1578,78,9262,False,True,True,1,3,1,2.0,8,287090
416,510,0,1Fam,1702,85,10130,False,True,True,1,3,1,2.0,8,275500
417,511,0,1Fam,1432,76,9139,False,True,True,1,3,1,2.0,8,245000
418,512,0,1Fam,1971,75,9675,True,True,True,1,3,1,2.5,7,253000
419,514,0,1Fam,1852,72,8640,True,True,True,1,3,1,2.5,7,252678
420,515,0,1Fam,1590,75,9000,True,True,True,0,3,1,2.5,8,210000
421,516,0,1Fam,1218,75,7862,False,True,True,0,2,1,2.0,6,208300
422,517,0,1Fam,1436,90,7993,False,True,True,0,3,1,2.0,7,225000
423,518,0,1Fam,1314,72,8640,False,True,True,0,3,1,2.0,8,229456
424,519,0,1Fam,1402,72,8640,False,True,True,0,3,1,2.0,7,229800
425,520,0,1Fam,1530,112,12606,False,True,True,1,3,1,2.0,9,250000
426,522,0,1Fam,1448,75,7500,False,True,True,1,2,1,2.0,8,238500
427,523,0,1Fam,2007,85,11003,True,True,True,1,3,1,2.5,10,310000
428,524,0,1Fam,1795,84,10603,True,True,True,1,3,1,2.5,8,270000
429,525,0,1Fam,1953,85,10574,True,True,True,1,3,1,2.5,8,252000
430,526,0,1Fam,1550,65,8125,True,True,True,0,2,1,2.0,7,241000
431,527,0,1Fam,1836,65,8125,False,True,True,1,3,1,2.0,8,264500
432,528,0,1Fam,1662,85,10625,False,True,True,1,3,1,2.0,7,291000
433,529,1,1Fam,2094,75,9375,True,True,True,1,4,1,2.5,7,263000
434,530,0,1Fam,1221,62,7500,False,True,True,0,2,1,2.0,7,185000
435,531,1,1Fam,1553,68,8736,False,True,True,0,3,1,2.0,7,234500
436,532,1,1Fam,1653,65,8127,True,True,True,0,3,1,2.5,7,209000
437,533,0,1Fam,1218,80,9605,False,True,True,0,3,1,1.5,7,159000
438,534,0,1Fam,1141,63,7500,False,True,True,0,3,1,1.5,7,152000
439,535,0,1Fam,1158,63,7500,False,True,False,0,3,1,1.5,6,143500
440,536,0,1Fam,1812,96,10628,True,True,True,0,3,1,2.5,7,193000
441,537,0,1Fam,1512,76,10141,False,True,True,0,3,1,2.0,8,203000
442,538,1,1Fam,1200,67,10083,False,True,True,0,2,1,2.0,7,184900
443,539,0,1Fam,1114,63,13072,False,True,True,0,3,1,1.5,7,159000
444,540,0,1Fam,1114,63,13072,False,True,False,0,3,1,1.5,5,142000
445,541,1,1Fam,1114,60,12450,False,True,True,0,3,1,2.0,5,153000
446,542,0,1Fam,1450,61,7328,False,True,True,0,2,1,2.0,7,224243
447,543,1,1Fam,2122,43,11492,True,True,True,1,4,1,2.5,7,220000
448,545,1,1Fam,1434,65,8529,False,True,True,1,3,1,2.0,7,189000
449,546,1,1Fam,1730,70,7703,True,True,True,0,3,1,2.5,6,171500
450,547,2,TwnhsE,1217,75,10762,True,True,True,1,3,1,1.5,6,120000
451,548,1,TwnhsE,1332,50,7175,False,True,True,0,2,1,2.0,6,145000
452,549,1,1Fam,1540,70,9109,True,True,True,0,3,1,2.5,7,184000
453,550,2,1Fam,1400,70,10274,True,True,True,0,3,1,2.5,6,162000
454,551,2,Duplex,1882,75,8250,True,False,True,1,4,2,2.0,6,160000
455,552,3,1Fam,841,60,8400,False,True,True,0,2,1,1.0,4,82000
456,553,3,1Fam,784,60,9000,False,True,True,0,2,1,1.0,6,76000
457,554,2,1Fam,980,63,9750,False,True,True,0,3,1,1.0,5,110000
458,555,2,1Fam,980,71,7064,False,True,True,0,3,1,1.0,5,135000
459,556,2,1Fam,864,74,8499,False,True,True,0,3,1,1.0,5,141000
460,557,2,1Fam,864,74,9079,False,True,True,0,2,1,1.0,5,122000
461,559,2,1Fam,912,74,7791,False,True,True,0,3,1,1.0,5,129000
462,560,2,1Fam,1144,80,10000,False,True,True,1,3,1,1.0,5,131400
463,561,2,1Fam,864,60,8281,False,True,True,1,3,1,1.0,5,62383
464,562,2,1Fam,912,65,7150,False,True,True,0,3,1,1.0,5,123000
465,563,2,1Fam,2014,71,15676,False,True,True,1,2,1,2.0,8,275000
466,564,1,1Fam,1755,90,11949,True,True,True,1,3,1,2.5,7,235000
467,566,0,TwnhsE,1224,40,3951,True,True,True,0,2,1,2.5,6,164500
468,567,0,TwnhsE,1224,30,3000,True,True,True,0,2,1,2.5,6,173733
469,568,0,TwnhsE,1726,65,3830,False,True,True,1,2,1,2.5,6,222000
470,569,0,TwnhsE,1256,65,4217,False,True,True,1,1,1,1.5,6,195000
471,570,1,TwnhsE,1471,34,3230,True,True,True,0,3,1,2.5,6,172500
472,571,1,TwnhsE,1512,34,2998,True,True,True,0,2,1,2.5,6,180000
473,572,1,TwnhsE,1452,35,3768,True,True,True,0,3,1,2.5,7,156000
474,574,2,1Fam,1694,71,14694,False,True,True,1,2,1,2.0,8,318750
475,575,2,TwnhsE,1226,61,3782,False,True,True,1,1,1,1.0,8,211500
476,576,2,1Fam,1740,110,15417,False,True,True,0,2,1,1.5,7,241600
477,578,2,1Fam,1620,74,9991,False,True,True,1,3,1,2.0,4,150000
478,579,2,1Fam,1556,78,11700,True,True,True,0,4,1,1.5,6,154000
479,580,2,1Fam,1442,81,11717,False,True,True,1,2,1,2.0,6,185000
480,581,2,1Fam,1489,81,9156,False,True,True,1,3,1,2.0,6,185750
481,582,2,1Fam,2090,81,10382,True,True,True,1,3,1,2.5,7,200000
482,583,2,1Fam,2067,81,12732,True,True,True,1,3,1,2.5,7,206000
483,584,2,1Fam,1395,81,12936,True,True,True,1,3,1,1.5,6,162000
484,586,2,1Fam,1724,81,17871,False,True,True,1,3,1,1.5,6,197900
485,587,2,1Fam,1336,80,9600,False,True,True,1,3,1,2.0,5,163000
486,589,2,1Fam,2288,81,13774,True,True,True,1,4,1,2.0,7,230000
487,590,2,1Fam,1334,80,9650,False,True,True,1,2,1,2.0,6,167900
488,591,1,1Fam,1680,78,10140,False,True,True,1,3,1,2.0,7,213250
489,592,1,1Fam,1665,70,8400,True,True,True,0,3,1,2.5,8,227000
490,593,2,1Fam,864,62,7130,False,True,True,0,2,1,1.0,5,130000
491,594,2,1Fam,1568,80,9600,False,True,True,0,3,1,1.5,5,143000
492,595,2,1Fam,925,70,9100,False,True,True,0,2,1,1.0,5,117500
493,597,2,1Fam,1320,81,16500,False,True,True,1,3,1,2.0,6,172500
494,598,2,1Fam,1342,81,9790,False,True,True,1,3,1,2.0,6,161500
495,599,2,1Fam,894,60,7436,False,True,True,1,2,1,1.0,4,141500
496,600,2,1Fam,864,65,8125,False,True,True,0,3,1,1.0,5,118000
497,601,2,1Fam,864,70,9100,False,True,True,0,2,1,1.0,6,127500
498,602,3,1Fam,1362,74,9450,False,True,True,1,3,1,1.0,4,140000
499,603,3,1Fam,1728,74,13495,False,True,True,1,3,1,2.0,5,177625
500,605,2,1Fam,1516,100,10004,False,True,True,0,3,1,1.5,6,167000
501,606,2,1Fam,1313,85,9350,False,True,True,1,3,1,1.5,5,153000
502,608,2,1Fam,1154,74,11000,False,True,True,1,3,1,1.5,5,154000
503,609,2,1Fam,2140,74,8970,True,True,True,1,4,1,2.5,5,177500
504,610,2,1Fam,1445,74,12095,False,True,True,1,3,1,1.5,6,158000
505,611,2,1Fam,1041,80,9600,False,True,True,0,3,1,1.0,5,124500
506,612,2,1Fam,1576,85,11475,False,True,True,1,4,1,1.0,6,174500
507,613,3,1Fam,960,68,9768,False,True,True,0,2,1,1.0,5,122000
508,614,3,1Fam,708,50,5330,False,True,False,0,2,1,1.0,4,82500
509,615,3,1Fam,1203,55,7015,True,True,True,1,3,1,1.0,5,110000
510,617,2,1Fam,1691,90,9900,False,True,True,0,2,1,1.0,6,175000
511,618,3,1Fam,1644,80,9600,False,True,True,1,3,1,1.0,6,167000
512,619,3,1Fam,1050,80,9600,False,True,True,0,2,1,1.0,5,128900
513,620,3,1Fam,1668,80,9600,True,True,True,0,3,1,1.5,6,140000
514,621,3,1Fam,1113,80,9600,False,True,True,1,3,1,1.0,5,147000
515,622,2,Duplex,1584,65,8944,False,True,True,0,4,2,2.0,5,124000
516,623,2,1Fam,1453,92,10573,False,True,True,1,3,1,2.0,6,187500
517,624,2,1Fam,1394,74,9500,False,True,True,1,3,1,1.5,6,159000
518,625,2,1Fam,1567,80,14695,False,True,True,1,2,1,2.0,6,256000
519,626,2,1Fam,1986,85,13600,True,True,True,1,3,1,2.5,7,205000
520,627,2,1Fam,2142,100,13000,True,True,True,1,4,1,2.5,6,193500
521,629,3,1Fam,1738,74,12513,True,True,True,1,4,1,2.0,4,104900
522,630,3,1Fam,1144,73,8760,False,True,True,0,3,1,1.0,5,150000
523,631,3,1Fam,1478,70,8400,False,True,True,1,3,1,1.5,6,156500
524,632,2,1Fam,1329,74,12285,False,True,True,1,3,1,1.5,7,176000
525,633,2,1Fam,988,66,9240,False,True,True,0,3,1,2.0,6,149500
526,634,3,1Fam,1632,80,9600,False,True,True,1,3,1,2.0,6,139000
527,635,3,1Fam,1215,66,12400,False,True,True,0,3,1,1.0,6,155000
528,637,3,1Fam,1382,70,8750,False,True,True,0,3,1,1.0,5,153000
529,640,3,1Fam,1297,74,8532,False,True,True,1,3,1,1.0,5,153000
530,641,3,Duplex,1866,76,9482,False,True,True,0,4,2,2.0,5,135000
531,642,3,1Fam,1062,53,8128,False,True,True,0,3,1,1.0,6,131000
532,643,3,1Fam,1319,79,10634,False,True,True,0,3,1,1.0,5,123000
533,644,3,1Fam,1112,67,13070,False,True,True,0,2,1,1.0,5,126000
534,645,3,1Fam,1005,60,10434,False,True,True,1,2,1,1.0,4,115000
535,646,3,1Fam,1363,75,14559,False,True,True,1,2,1,1.0,5,164900
536,647,3,1Fam,793,80,8480,False,True,True,0,2,1,1.0,5,113000
537,648,3,1Fam,1031,60,7626,False,True,True,0,2,1,1.0,5,145500
538,649,3,1Fam,1210,75,9533,False,False,True,0,2,1,1.5,5,102900
539,651,3,1Fam,1527,78,11419,True,True,True,1,3,1,1.5,7,152500
540,652,3,1Fam,1200,60,9600,False,True,True,0,3,1,1.0,5,129900
541,653,3,1Fam,972,50,8000,False,True,True,1,2,1,1.0,6,132000
542,654,3,1Fam,792,53,5470,False,True,True,0,2,1,1.0,3,99900
543,655,3,1Fam,1656,60,10410,True,True,True,0,3,1,2.5,5,135000
544,656,3,1Fam,1352,60,10800,True,True,True,0,4,1,2.0,5,149000
545,657,3,1Fam,1039,80,8146,True,True,True,0,2,1,1.0,4,114000
546,658,3,1Fam,792,52,9022,False,True,True,0,2,1,1.0,5,109500
547,659,3,1Fam,1078,60,10230,False,True,True,0,3,1,1.0,5,125000
548,660,3,1Fam,2377,60,10410,False,True,True,1,3,1,2.0,4,142900
549,661,3,1Fam,1690,60,7200,True,True,True,0,4,1,2.0,7,156500
550,662,3,1Fam,599,90,5400,False,True,False,0,2,1,1.0,2,59000
551,663,3,1Fam,1374,90,5400,True,True,True,0,2,1,1.0,4,105000
552,664,3,1Fam,846,60,10800,False,True,True,0,2,1,1.0,5,106000
553,665,3,1Fam,725,60,10800,False,True,True,0,1,1,1.5,3,78500
554,667,2,1Fam,1380,83,10143,False,True,True,0,3,1,1.5,6,154000
555,668,2,1Fam,1040,77,11500,False,True,True,1,3,1,1.0,6,163000
556,670,3,1Fam,951,62,8010,False,True,True,0,2,1,1.0,6,143500
557,671,3,1Fam,1105,90,10454,False,True,True,0,3,1,1.0,6,135000
558,672,3,1Fam,1306,64,8712,False,True,True,0,2,1,1.0,5,153000
559,673,2,1Fam,1478,74,17600,False,True,True,1,3,1,2.0,6,157500
560,674,3,1Fam,1142,80,9000,False,True,True,1,2,1,1.0,6,113500
561,675,3,1Fam,1268,60,12144,False,True,True,1,3,1,1.0,5,133000
562,676,3,Duplex,1040,60,8544,False,False,True,0,2,2,2.0,3,92900
563,678,3,Duplex,1040,60,7200,False,False,True,0,2,2,2.0,4,90000
564,679,3,1Fam,1904,60,7200,True,True,True,0,3,1,1.5,5,138000
565,680,3,1Fam,1041,71,7350,False,True,True,0,3,1,1.0,5,128000
566,682,3,1Fam,732,60,7200,False,True,True,0,2,1,1.0,5,118900
567,683,2,1Fam,1183,80,8000,False,True,True,0,3,1,1.0,5,138000
568,684,2,1Fam,1148,70,7931,False,True,True,0,3,1,1.0,5,132500
569,685,3,1Fam,1461,60,10800,True,True,True,0,4,1,2.0,4,133500
570,687,2,1Fam,1806,76,7570,True,True,True,0,4,1,1.5,6,144750
571,688,2,Duplex,941,75,8604,False,True,True,0,2,1,1.0,5,145000
572,689,2,1Fam,1045,80,7936,False,True,True,1,3,1,1.0,6,127000
573,690,2,1Fam,894,60,6600,False,True,True,0,2,1,1.0,5,109500
574,691,3,1Fam,1224,61,3950,True,True,True,0,3,1,1.0,6,115000
575,692,3,1Fam,1230,60,10440,True,True,True,0,2,1,1.5,5,110000
576,693,3,1Fam,1378,68,4080,True,True,True,0,3,1,1.0,6,128900
577,694,3,Duplex,1944,57,10307,True,True,True,0,4,2,2.0,6,103500
578,696,3,1Fam,1306,90,15660,True,True,True,0,3,1,1.5,5,130000
579,697,3,1Fam,1464,90,9900,True,True,False,0,3,1,2.0,5,129000
580,698,3,1Fam,1558,57,6406,True,True,True,1,3,1,1.5,5,150000
581,699,3,1Fam,2372,60,6600,True,True,True,0,4,2,2.0,5,107500
582,700,3,2fmCon,1701,63,7627,True,True,False,0,4,2,2.0,4,94550
583,701,3,Duplex,1960,60,7596,True,True,True,0,4,2,2.0,5,124500
584,702,3,1Fam,1389,60,3378,True,True,True,1,3,1,1.5,7,135000
585,703,3,1Fam,1447,56,10134,True,True,False,0,3,1,1.0,5,103000
586,704,3,2fmCon,936,60,6000,False,True,True,0,2,1,1.0,4,93000
587,705,3,1Fam,1328,50,6000,True,True,True,0,3,1,1.5,5,129500
588,706,3,2fmCon,1387,50,6000,True,True,True,0,3,2,2.0,5,93000
589,707,3,1Fam,861,62,7404,False,True,True,0,2,1,1.0,4,80000
590,708,3,1Fam,612,50,5925,False,False,True,0,1,1,1.0,2,45000
591,710,3,1Fam,886,50,5784,False,True,True,0,2,1,1.0,5,91300
592,711,3,1Fam,792,60,8520,False,True,True,0,2,1,1.0,5,99500
593,712,3,2fmCon,1452,33,4456,True,True,False,0,2,3,2.0,4,113000
594,713,3,1Fam,1510,60,9600,True,True,True,0,3,1,2.0,4,87500
595,714,3,1Fam,1284,50,3500,True,True,True,0,2,1,1.5,5,110000
596,715,3,1Fam,2138,90,8100,True,True,True,0,2,3,2.0,5,106000
597,717,3,1Fam,2007,70,8400,True,True,True,0,3,1,2.0,6,160000
598,718,3,1Fam,1288,60,3600,True,True,True,1,3,1,1.0,6,119000
599,721,3,1Fam,1482,50,9000,True,True,True,0,3,1,1.0,7,143000
600,722,3,1Fam,1022,60,7200,False,True,True,0,2,1,1.0,5,85000
601,723,3,1Fam,1869,98,8820,True,True,True,0,2,1,1.0,5,124900
602,725,3,1Fam,1521,60,9720,True,True,True,0,4,1,1.0,6,146500
603,729,3,1Fam,1432,55,6615,False,True,True,1,3,1,1.0,6,149000
604,730,3,1Fam,1548,55,7264,True,True,True,0,3,1,2.5,7,205000
605,731,3,1Fam,1654,50,4960,True,True,True,1,3,1,2.0,5,137000
606,732,3,1Fam,952,55,8854,False,True,True,1,2,1,1.0,6,121000
607,733,3,1Fam,1324,50,6000,True,True,True,0,3,1,1.0,4,128000
608,734,3,1Fam,1176,50,6000,True,True,True,0,2,1,1.0,6,134900
609,735,3,1Fam,1348,50,6000,True,True,True,1,3,1,1.0,5,117000
610,736,3,1Fam,1412,50,6000,True,True,True,1,4,1,1.0,6,132500
611,737,3,1Fam,1142,60,6000,True,True,True,0,3,1,1.0,5,93000
612,738,3,1Fam,904,50,6000,False,True,True,0,2,1,1.0,6,119000
613,739,3,1Fam,1301,60,6911,False,True,True,0,2,1,1.0,5,100000
614,740,3,1Fam,1539,51,6120,True,True,True,0,3,1,1.5,5,141500
615,741,3,1Fam,1573,51,6120,True,True,True,0,3,1,1.0,4,133000
616,742,3,1Fam,800,51,6120,False,True,False,1,1,1,1.0,2,60000
617,743,3,1Fam,875,51,6120,False,True,True,0,2,1,1.0,5,105000
618,745,3,1Fam,1582,51,6120,True,True,True,1,3,1,2.0,5,150000
619,746,3,1Fam,1072,50,8635,False,True,True,0,2,1,1.0,5,126500
620,747,3,1Fam,2134,55,11888,True,True,True,0,5,1,2.0,6,214500
621,748,3,1Fam,2019,60,11414,True,True,True,0,3,1,1.0,7,167500
622,749,3,1Fam,1768,57,8094,True,True,True,0,3,1,2.0,6,155000
623,750,3,1Fam,1826,50,2500,True,True,True,1,4,1,1.5,7,155000
624,751,3,1Fam,1944,68,9928,True,True,True,0,3,1,2.0,7,179900
625,754,3,1Fam,1930,57,6876,True,True,True,0,4,1,2.0,6,149000
626,755,3,1Fam,1208,52,6240,False,True,True,0,2,1,1.0,4,103000
627,756,3,1Fam,1427,61,5775,True,True,True,0,3,1,1.0,6,123000
628,757,3,2fmCon,1864,41,5852,True,True,False,0,6,1,2.5,7,97500
629,758,3,1Fam,1666,60,5160,True,True,True,0,3,1,1.0,6,135000
630,760,3,2fmCon,1403,60,10320,True,True,True,0,3,1,1.5,6,116000
631,761,3,1Fam,704,50,4280,False,True,True,0,2,1,1.0,4,88750
632,762,2,Duplex,1200,60,10800,False,True,False,0,3,1,3.0,5,179000
633,763,2,Duplex,1200,60,10800,False,True,False,0,3,1,3.0,5,179000
634,764,2,Duplex,1152,66,10547,False,True,True,0,2,2,2.0,5,159900
635,765,3,1Fam,904,66,10020,False,True,False,0,1,1,0.5,1,61000
636,766,3,1Fam,1369,54,6629,True,True,True,0,3,1,2.0,6,103600
637,767,3,1Fam,1112,60,9780,True,True,True,0,4,1,2.0,5,63000
638,768,2,1Fam,1464,70,12886,False,True,True,1,3,1,2.0,5,175000
639,769,2,1Fam,1121,80,8816,False,True,True,0,3,1,1.0,5,139000
640,770,2,1Fam,1683,70,11184,True,True,True,1,3,1,2.5,6,172500
641,772,2,1Fam,899,65,7800,False,True,True,0,3,1,1.0,5,130000
642,773,2,1Fam,1034,74,8014,False,True,True,1,3,1,1.0,6,149900
643,774,2,1Fam,858,74,7252,False,True,True,0,2,1,1.0,5,134900
644,775,2,1Fam,860,74,8740,False,True,True,0,2,1,1.0,5,137000
645,776,2,1Fam,1092,74,11616,False,True,True,1,3,1,1.0,5,139000
646,777,2,1Fam,1774,88,15400,True,True,True,1,4,1,2.0,5,165000
647,778,2,1Fam,1138,88,15312,False,True,True,1,3,1,1.0,6,148000
648,779,3,1Fam,2071,88,15584,False,True,True,1,4,1,1.5,5,165000
649,780,3,1Fam,660,74,9000,False,False,False,0,2,1,1.0,2,63900
650,781,3,1Fam,1788,88,11250,True,True,True,1,5,1,1.0,4,161500
651,782,2,1Fam,1473,65,25095,False,True,True,1,1,1,1.0,5,143000
652,783,3,1Fam,1229,66,17140,False,True,True,0,3,1,1.0,4,135000
653,784,3,1Fam,861,66,12342,False,True,True,0,1,1,1.0,4,82500
654,785,3,1Fam,1867,88,10708,False,True,True,1,2,1,1.0,5,190000
655,786,3,1Fam,1733,66,13680,False,False,True,1,4,1,2.0,3,139600
656,787,3,1Fam,1383,66,15635,False,False,True,0,2,1,1.0,4,122000
657,788,3,1Fam,1689,73,9855,False,True,True,1,3,1,1.0,6,127500
658,789,3,1Fam,1073,68,9571,False,True,True,0,2,1,1.0,5,121500
659,791,3,1Fam,1639,50,9350,True,True,True,1,3,1,1.5,6,154400
660,792,3,1Fam,672,50,9340,False,True,True,0,2,1,1.0,4,113000
661,793,3,1Fam,1089,62,7440,False,True,True,1,3,1,1.0,5,125000
662,794,3,1Fam,845,66,11500,False,False,True,0,3,1,1.0,4,84000
663,795,2,TwnhsE,1049,42,4235,False,True,True,0,2,1,2.0,5,139500
664,796,3,1Fam,1716,60,11409,True,True,True,1,3,1,1.5,5,131000
665,797,3,1Fam,1258,60,9060,True,True,True,0,2,1,1.0,6,105000
666,798,3,1Fam,1510,60,9084,True,True,True,1,4,1,1.0,4,108000
667,799,1,1Fam,1061,74,10778,False,True,True,0,1,1,1.5,7,162000
668,800,2,1Fam,1338,66,19255,False,True,True,1,2,1,1.5,6,156500
669,801,2,1Fam,2132,79,12327,True,True,True,1,1,1,1.5,8,316600
670,802,1,1Fam,2196,90,14684,False,True,True,1,3,1,2.0,7,271900
671,803,1,1Fam,1775,75,9317,True,True,True,1,3,1,2.5,7,213000
672,804,1,1Fam,1879,85,10560,True,True,True,1,3,1,2.5,7,239900
673,805,1,1Fam,2020,80,9828,True,True,True,1,3,1,2.5,8,239500
674,807,2,Duplex,1535,64,7018,False,False,True,0,4,2,2.0,5,118964
675,808,2,Duplex,1224,64,7018,False,True,True,1,2,2,1.0,5,153337
676,809,2,Duplex,2228,64,7018,True,False,True,0,6,2,2.0,5,147983
677,810,2,Duplex,1535,64,7018,False,False,True,0,4,2,2.0,5,118858
678,811,2,Duplex,1535,64,7018,False,False,True,0,4,2,2.0,5,118858
679,812,2,Duplex,2240,64,7018,True,False,True,0,6,2,2.0,5,142953
680,813,2,Duplex,1229,64,7040,False,True,True,1,2,2,1.0,5,148325
681,814,2,Duplex,1513,64,7007,False,False,True,0,4,2,2.0,5,113722
682,818,0,1Fam,1680,84,10933,False,True,True,1,1,1,1.5,9,323262
683,819,0,1Fam,1718,79,10637,False,True,True,1,3,1,2.0,8,297000
684,820,0,1Fam,1630,61,10226,False,True,True,1,3,1,2.0,8,295493
685,821,0,1Fam,1720,65,10816,False,True,True,1,3,1,2.0,9,332000
686,822,0,1Fam,1468,71,9178,False,True,True,1,3,1,2.0,8,239900
687,823,0,1Fam,1768,68,10769,True,True,True,0,3,1,2.5,8,212000
688,824,0,1Fam,1838,77,11422,False,True,True,1,3,1,2.0,8,272500
