Id,AgeBins,BldgType,GrLivArea,LotFrontage,LotArea,HasFence,Has2ndFloor,HasBasement,HasGarage,target
545,0,1Fam,1496,58,17104,False,True,True,True,179665
546,1,1Fam,2184,80,13837,False,True,True,True,229000
547,3,1Fam,1635,70,8737,False,True,True,True,210000
548,2,1Fam,768,54,7244,False,False,True,True,129500
549,3,1Fam,825,49,8235,True,False,True,True,125000
550,1,1Fam,2094,75,9375,False,True,True,True,263000
552,3,1Fam,928,50,6000,False,False,True,True,112500
553,0,1Fam,1717,87,11146,False,False,True,True,255500
554,3,1Fam,1126,67,8777,True,False,False,True,108000
555,0,1Fam,2046,85,10625,False,True,True,True,284000
556,3,1Fam,1048,58,6380,False,False,True,True,113000
557,2,1Fam,1092,69,14850,True,False,True,True,141000
559,1,1Fam,1446,57,21872,False,True,True,True,175000
560,0,TwnhsE,1557,47,3196,False,False,True,True,234000
561,3,1Fam,1392,73,11341,False,False,True,True,121500
562,2,1Fam,1389,77,10010,False,False,True,True,170000
563,3,1Fam,996,63,13907,False,False,True,False,108000
564,3,1Fam,1674,66,21780,False,True,True,True,185000
565,1,1Fam,2296,89,13346,False,True,True,True,268000
566,3,1Fam,1647,66,6858,False,True,True,True,128000
567,0,1Fam,2504,77,11198,False,True,True,True,325000
568,1,1Fam,1535,70,10171,False,False,True,True,214000
569,2,1Fam,2132,79,12327,False,True,True,True,316600
570,2,Duplex,943,76,7032,False,False,True,True,135960
571,2,Duplex,1728,74,13101,False,False,True,True,142600
573,0,1Fam,1692,83,13159,False,True,True,True,224500
574,1,1Fam,1430,76,9967,False,True,True,True,170000
575,2,1Fam,1109,70,10500,True,True,True,True,139000
577,3,1Fam,1477,52,6292,False,True,True,True,145000
580,3,1Fam,1795,81,12150,False,True,True,True,131500
581,2,1Fam,1429,76,14585,False,False,True,True,181900
582,0,1Fam,2042,98,12704,False,False,True,True,253293
583,1,Duplex,816,81,11841,False,False,True,False,118500
584,3,1Fam,2776,75,13500,False,True,True,True,325000
585,3,1Fam,1573,51,6120,False,True,True,True,133000
586,0,1Fam,2028,88,11443,False,False,True,True,369900
587,3,1Fam,838,55,10267,True,False,True,True,130000
588,2,1Fam,860,74,8740,False,False,True,True,137000
589,2,1Fam,1473,65,25095,False,False,True,True,143000
590,3,1Fam,935,50,9100,False,False,True,True,79500
591,0,1Fam,1582,64,8320,False,True,True,True,185900
593,2,1Fam,816,60,6600,False,False,True,True,138000
594,1,TwnhsE,848,71,4435,False,False,True,True,140000
595,2,1Fam,924,88,7990,True,False,True,True,110000
596,0,1Fam,1826,69,11302,False,False,True,True,319000
597,3,1Fam,1368,60,3600,False,True,True,True,114504
598,0,TwnhsE,1402,53,3922,False,False,True,True,194201
599,2,1Fam,1647,80,12984,False,False,True,True,217500
600,2,Twnhs,1556,24,1950,True,True,True,True,151000
601,0,1Fam,1904,74,10927,False,True,True,True,275000
602,3,1Fam,1375,50,9000,False,True,True,True,141000
604,1,TwnhsE,1200,30,3182,False,True,True,True,151000
605,1,1Fam,1494,88,12803,False,False,True,True,221000
606,2,1Fam,1986,85,13600,False,True,True,True,205000
607,1,1Fam,1040,82,12464,True,False,True,True,152000
608,3,1Fam,2008,78,7800,False,True,True,True,225000
609,3,1Fam,3194,78,12168,False,True,True,True,359100
610,2,1Fam,1029,61,7943,False,False,True,True,118500
611,1,1Fam,2152,71,11050,False,True,True,True,313000
612,2,1Fam,1032,80,10395,True,False,True,True,148000
613,1,1Fam,1872,71,11885,False,True,True,True,261500
614,0,1Fam,1120,70,8402,False,False,True,False,147000
615,2,TwnhsE,630,21,1491,False,False,True,False,75500
617,0,1Fam,1509,77,7861,False,True,True,True,183200
618,3,1Fam,832,59,7227,False,False,True,True,105500
619,0,1Fam,1828,90,11694,False,False,True,True,314813
620,0,1Fam,2262,85,12244,False,True,True,True,305000
621,3,1Fam,864,45,8248,False,False,True,False,67000
622,2,1Fam,2614,90,10800,False,True,True,True,240000
623,2,1Fam,980,71,7064,False,False,True,True,135000
624,1,TwnhsE,1512,66,2117,False,True,True,True,168500
625,2,1Fam,1790,80,10400,False,True,True,True,165150
626,2,1Fam,1116,87,10000,False,False,True,True,160000
627,2,1Fam,1422,76,12342,True,False,True,True,139900
628,3,1Fam,1520,80,9600,False,False,True,True,153000
630,2,1Fam,1350,82,9020,True,False,True,True,168500
632,0,Twnhs,1554,34,4590,False,False,True,True,209500
634,3,1Fam,1056,80,9250,False,False,True,True,139400
635,2,Duplex,1056,64,6979,True,False,True,True,144000
637,3,1Fam,800,51,6120,False,False,True,False,60000
638,3,2fmCon,1387,50,6000,False,True,True,True,93000
639,3,1Fam,796,67,8777,True,False,True,False,85000
640,0,TwnhsE,1567,53,3982,False,False,True,True,264561
641,0,TwnhsE,1518,62,12677,False,False,True,True,274000
642,1,1Fam,1929,66,7050,False,True,True,True,226000
643,2,1Fam,2704,75,13860,True,True,True,True,345000
644,2,1Fam,1620,80,10793,True,True,True,True,152000
645,0,1Fam,1766,85,9187,False,False,True,True,370878
646,2,1Fam,981,76,10530,False,False,True,True,143250
647,3,1Fam,1048,60,7200,False,False,False,True,98300
648,3,1Fam,1094,85,10452,False,False,True,True,155000
649,2,1Fam,1839,70,7700,False,True,True,True,155000
650,2,Twnhs,630,21,1936,True,False,True,False,84500
651,0,1Fam,1665,65,8125,False,True,True,True,205950
652,3,1Fam,1510,60,9084,True,True,True,True,108000
653,1,1Fam,1716,70,8750,False,True,True,True,191000
654,3,1Fam,1469,60,10320,True,True,True,True,135000
655,1,1Fam,2112,91,10437,False,False,True,True,350000
657,2,1Fam,1053,72,10007,True,False,True,True,145500
658,3,1Fam,1502,60,7200,True,True,True,True,149000
660,2,1Fam,1486,75,9937,True,False,True,True,167000
661,2,1Fam,1935,80,12384,False,True,True,True,197900
662,1,1Fam,2448,52,46589,False,True,True,True,402000
663,2,1Fam,1392,120,13560,False,False,True,True,110000
664,2,1Fam,1181,90,10012,True,False,True,True,137500
666,1,1Fam,1936,106,11194,False,True,True,True,230500
668,1,1Fam,1679,65,8125,False,False,True,True,193500
669,2,1Fam,1437,73,14175,False,False,True,True,168000
670,3,1Fam,1180,80,11600,False,False,True,True,137500
671,0,1Fam,1476,64,8633,False,True,True,True,173500
672,3,1Fam,1369,54,6629,False,True,True,True,103600
673,2,1Fam,1208,59,11250,False,False,True,True,165000
674,2,1Fam,1839,110,14442,False,False,True,True,257500
675,2,1Fam,1136,80,9200,False,False,True,True,140000
676,2,Twnhs,1441,24,2289,False,True,True,True,148500
677,3,1Fam,1774,60,9600,False,True,True,True,87000
678,3,1Fam,792,52,9022,False,False,True,True,109500
679,0,1Fam,2046,80,11844,False,False,True,True,372500
680,2,1Fam,988,73,9945,False,False,True,True,128500
681,2,TwnhsE,923,50,8012,False,False,True,True,143000
683,1,1Fam,1291,82,2887,False,False,True,True,173000
684,0,1Fam,1668,90,11248,False,False,True,True,285000
685,1,1Fam,1839,58,16770,False,True,True,True,221000
686,2,TwnhsE,2090,62,5062,False,True,True,True,207500
687,0,1Fam,1761,84,10207,False,True,True,True,227875
688,0,TwnhsE,1102,66,5105,False,True,True,True,148800
689,0,1Fam,1419,60,8089,False,False,True,True,392000
690,0,TwnhsE,1362,61,7577,False,False,True,True,194700
691,0,TwnhsE,848,71,4426,False,False,True,True,141000
693,1,1Fam,2520,42,26178,False,True,True,True,335000
695,3,1Fam,1539,51,6120,True,True,True,True,141500
696,1,1Fam,1137,54,13811,False,False,True,True,176000
697,3,1Fam,616,50,6000,False,False,True,True,89000
698,3,1Fam,1148,57,6420,False,False,True,True,123500
699,2,1Fam,894,65,8450,True,False,True,True,138500
700,0,TwnhsE,1391,59,4282,False,False,True,True,196000
701,0,1Fam,1800,85,14331,False,False,True,True,312500
702,2,1Fam,1164,80,9600,False,False,True,True,140000
703,0,1Fam,2576,82,12438,False,True,True,True,361919
704,3,2fmCon,1812,76,7630,True,True,True,True,140000
705,1,1Fam,1484,70,8400,False,False,True,True,213000
706,3,2fmCon,1092,70,5600,False,True,False,False,55000
707,2,1Fam,1824,82,115149,False,False,True,True,302000
708,0,TwnhsE,1324,48,6240,False,False,True,True,254000
709,0,1Fam,1456,65,9018,False,True,True,True,179540
711,3,1Fam,729,56,4130,False,False,True,False,52000
713,1,TwnhsE,1228,40,4671,False,False,True,True,189000
714,2,2fmCon,960,60,9873,False,False,True,True,129000
715,2,1Fam,1479,73,13517,False,True,True,True,130500
716,2,1Fam,1350,78,10140,True,False,True,True,165000
717,3,1Fam,2554,60,10800,False,True,True,True,159500
718,2,1Fam,1178,80,10000,True,False,True,True,157000
719,1,1Fam,2418,96,10542,False,True,True,True,341000
720,2,1Fam,971,69,9920,False,False,True,True,128500
721,2,1Fam,1742,62,6563,False,False,True,True,275000
722,1,TwnhsE,848,71,4426,False,False,True,True,143000
723,2,1Fam,864,70,8120,False,False,True,True,124500
724,3,1Fam,1470,60,8172,False,True,True,True,135000
725,0,1Fam,1698,86,13286,False,False,True,True,320000
726,2,1Fam,864,60,6960,False,False,True,True,120500
727,2,1Fam,1680,72,21695,False,False,True,True,222000
728,0,1Fam,1232,64,7314,False,False,True,True,194500
730,3,1Fam,1208,52,6240,False,False,True,True,103000
731,1,TwnhsE,1616,39,5389,False,False,True,True,236500
732,0,1Fam,1146,73,9590,False,False,True,True,187500
733,1,1Fam,2031,75,11404,False,True,True,True,222500
734,2,1Fam,1144,80,10000,True,False,True,True,131400
736,3,1Fam,1768,60,10800,False,True,True,True,163000
737,3,Duplex,1040,60,8544,False,False,False,True,93500
738,0,1Fam,1801,72,10463,False,True,True,True,239900
739,2,Duplex,1200,60,10800,False,False,True,False,179000
740,0,1Fam,1728,65,9313,False,True,True,True,190000
742,2,1Fam,912,65,6768,True,False,True,True,142000
743,1,1Fam,1349,65,8450,True,False,True,True,179000
744,2,1Fam,1464,70,12886,False,False,True,True,175000
745,1,TwnhsE,1337,41,5395,False,False,True,True,180000
746,2,1Fam,2716,80,8963,False,True,True,True,299800
747,1,1Fam,2256,77,8795,False,True,True,True,236000
748,3,1Fam,2640,65,11700,False,True,True,True,265979
749,1,1Fam,1720,59,10593,False,False,True,True,260400
750,3,1Fam,1529,50,8405,False,True,False,True,98000
751,3,1Fam,1140,55,8800,False,True,True,False,96500
752,0,1Fam,1320,77,7750,False,True,True,True,162000
753,1,1Fam,1494,79,9236,False,False,True,True,217000
754,0,1Fam,2098,80,10240,False,True,True,True,275500
755,2,1Fam,1026,61,7930,False,False,True,True,156000
756,1,TwnhsE,1471,34,3230,False,True,True,True,172500
757,0,1Fam,1768,68,10769,False,True,True,True,212000
759,1,Twnhs,1501,24,2280,False,True,True,True,179400
760,1,1Fam,2532,65,12257,False,True,True,True,290000
761,2,1Fam,864,70,9100,False,False,True,True,127500
762,3,1Fam,1301,60,6911,False,False,True,True,100000
763,0,1Fam,1547,72,8640,False,True,True,True,215200
764,1,1Fam,2364,82,9430,False,True,True,True,337000
765,1,TwnhsE,1494,30,9549,False,False,True,True,270000
766,0,1Fam,1506,75,14587,False,False,True,True,264132
767,2,1Fam,1714,80,10421,True,True,True,True,196500
768,3,1Fam,1750,75,12508,False,True,True,True,160000
769,0,1Fam,1836,70,9100,False,False,True,True,216837
771,2,1Fam,858,73,7252,False,False,True,True,134900
772,3,1Fam,1220,67,8877,False,False,True,True,102000
774,2,1Fam,912,70,10150,False,False,True,True,114500
775,0,1Fam,1973,110,14226,False,False,True,True,395000
776,1,TwnhsE,1204,32,4500,False,False,True,True,162000
777,0,1Fam,1614,86,11210,False,False,True,True,221500
778,2,1Fam,894,100,13350,True,False,True,True,142500
779,2,Duplex,2020,60,8400,False,False,False,True,144000
780,2,Duplex,1004,78,10530,False,False,True,True,135000
781,1,1Fam,1253,63,7875,False,False,True,True,176000
782,1,1Fam,1603,65,7153,False,True,True,True,175900
783,1,1Fam,1430,67,16285,False,False,True,True,187100
784,2,1Fam,1110,70,9101,False,False,True,True,165500
785,3,1Fam,1484,35,6300,False,True,True,False,128000
786,2,1Fam,1342,80,9790,False,False,True,True,161500
787,3,1Fam,1652,60,10800,False,True,True,True,139000
788,1,1Fam,2084,76,10142,False,True,True,True,233000
789,3,1Fam,901,50,6000,False,False,True,True,107900
790,2,1Fam,2088,82,12205,False,True,True,True,187500
791,0,TwnhsE,1145,43,3182,False,False,True,True,160200
792,2,1Fam,1062,70,11333,False,False,True,True,146800
793,1,1Fam,2013,92,9920,False,True,True,True,269790
794,0,1Fam,1496,76,9158,False,False,True,True,225000
795,1,1Fam,1895,77,10832,False,True,True,True,194500
796,2,1Fam,1564,70,8400,True,True,True,True,171000
797,2,1Fam,1285,71,8197,True,False,True,True,143500
800,3,1Fam,1768,60,7200,True,True,True,True,175000
801,1,1Fam,1688,79,12798,False,True,True,True,200000
802,3,1Fam,1196,40,4800,False,False,True,True,109900
803,0,1Fam,1456,63,8199,False,True,True,True,189000
806,0,1Fam,1428,91,12274,False,False,True,True,227680
807,2,1Fam,980,75,9750,False,False,True,True,135500
808,3,1Fam,1576,144,21384,False,True,True,True,223500
809,2,1Fam,1086,85,13400,True,False,True,True,159950
810,3,1Fam,2138,90,8100,True,True,True,True,106000
811,2,1Fam,1309,78,10140,True,False,True,True,181000
812,0,TwnhsE,848,71,4438,False,False,True,True,144500
814,2,1Fam,1442,75,9750,False,False,True,True,157900
815,3,1Fam,1250,45,8248,False,True,True,True,116000
816,1,1Fam,1661,48,12137,False,False,True,True,224900
817,3,1Fam,1008,76,11425,False,False,True,True,137000
818,1,1Fam,1689,70,13265,False,False,True,True,271000
819,2,1Fam,1052,80,8816,True,False,True,True,155000
820,0,TwnhsE,1358,44,6371,False,False,True,True,224000
821,0,1Fam,1640,72,7226,False,True,True,True,183000
822,3,2fmCon,936,60,6000,False,False,True,True,93000
824,3,1Fam,1489,60,9900,True,True,True,True,139500
825,0,1Fam,1489,81,11216,False,False,True,True,232600
826,0,1Fam,2084,114,14803,False,False,True,True,385000
827,3,1Fam,784,50,6130,False,False,True,False,109500
828,1,1Fam,1434,65,8529,False,False,True,True,189000
830,0,Twnhs,1223,24,2544,False,True,True,True,147400
831,3,1Fam,1392,80,11900,False,False,True,True,166000
832,0,TwnhsE,1200,30,3180,False,True,True,True,151000
833,1,1Fam,1829,44,9548,False,True,True,True,237000
834,2,1Fam,1516,100,10004,False,False,True,True,167000
835,2,1Fam,1144,75,7875,True,False,True,True,139950
836,3,1Fam,1067,60,9600,False,False,True,True,128000
837,3,1Fam,1559,90,8100,True,False,True,True,153500
838,2,Twnhs,987,21,1680,False,True,True,True,100000
839,1,1Fam,1099,75,9525,False,False,True,True,144000
840,3,1Fam,1200,70,11767,False,True,True,True,130500
841,3,1Fam,1482,59,12155,False,True,True,True,140000
842,3,1Fam,1539,60,10440,False,True,True,True,157500
843,2,1Fam,1165,82,9020,True,False,True,True,174900
844,2,Duplex,1800,80,8000,False,False,True,False,141000
845,3,1Fam,1416,100,12665,False,True,True,True,153900
846,2,1Fam,1701,73,16647,False,False,True,True,171000
847,1,1Fam,1775,75,9317,False,True,True,True,213000
848,2,1Fam,864,36,15523,False,False,True,True,133500
849,3,1Fam,2358,75,45600,False,True,True,True,240000
850,2,1Fam,1855,80,9600,False,True,True,True,187000
851,0,TwnhsE,848,36,4435,False,False,True,True,131500
852,0,TwnhsE,1456,47,3196,False,False,True,True,215000
853,3,1Fam,1646,53,7128,True,True,True,True,164000
854,2,1Fam,1445,76,12095,True,False,True,True,158000
856,2,1Fam,1040,73,6897,False,False,True,True,127000
857,2,1Fam,1026,71,10970,True,False,True,True,147000
858,1,1Fam,1481,65,8125,False,True,True,True,174000
860,2,1Fam,2654,80,11029,False,True,True,True,250000
861,3,1Fam,1426,55,7642,True,True,True,True,189950
862,2,2fmCon,1039,75,11625,False,False,True,True,131500
863,2,1Fam,1097,81,9672,True,False,True,True,152000
864,2,1Fam,1148,70,7931,True,False,True,True,132500
865,0,1Fam,1372,72,8640,False,False,True,True,250580
866,2,1Fam,1002,76,8750,True,False,True,True,148500
867,0,1Fam,1646,67,10656,False,False,True,True,248900
868,2,1Fam,1120,85,6970,False,False,True,True,129000
869,3,1Fam,2320,77,14762,False,True,False,True,169000
870,1,1Fam,1949,80,9938,True,True,True,True,236000
871,2,1Fam,894,60,6600,False,False,True,True,109500
872,1,1Fam,1682,70,8750,False,True,True,True,200500
873,3,1Fam,910,74,8892,True,False,True,True,116000
874,3,1Fam,1268,60,12144,False,False,True,True,133000
876,0,1Fam,2610,75,9000,False,True,True,True,303477
877,2,1Fam,1040,94,25286,False,False,True,True,132250
878,0,1Fam,2224,74,8834,False,True,True,True,350000
879,2,1Fam,1155,88,11782,True,False,True,True,148000
880,2,1Fam,864,71,7000,True,False,True,True,136500
881,0,1Fam,1090,60,7024,False,False,True,True,157000
882,1,1Fam,1717,44,13758,False,True,True,True,187500
883,1,1Fam,1593,77,9636,True,True,True,True,178000
884,3,1Fam,2230,60,6204,False,True,True,True,118500
885,2,1Fam,892,65,7150,True,False,True,True,100000
888,3,1Fam,1393,59,16466,False,True,True,True,135500
889,2,1Fam,2216,95,15865,False,False,True,True,268000
890,3,1Fam,1505,128,12160,False,False,True,True,149500
891,3,1Fam,924,60,8064,True,True,True,True,122900
892,2,1Fam,1683,70,11184,False,True,True,True,172500
893,2,1Fam,1068,70,8414,True,False,True,True,154500
894,3,1Fam,1383,73,13284,True,False,True,True,165000
895,2,Duplex,1535,64,7018,False,False,False,True,118858
896,2,1Fam,1796,71,7056,False,True,True,True,140000
898,2,Duplex,2240,64,7018,False,True,False,True,142953
900,2,1Fam,1236,65,6993,False,False,True,True,135000
901,2,1Fam,858,76,7340,False,False,True,True,110000
902,3,1Fam,1306,64,8712,False,False,True,True,153000
903,0,1Fam,1509,63,7875,False,True,True,True,180000
904,0,1Fam,1670,50,14859,False,False,True,True,240000
905,2,1Fam,902,73,6173,True,False,True,True,125500
906,3,1Fam,1063,80,9920,True,False,True,True,128000
907,0,1Fam,1636,116,13501,False,False,True,True,255000
908,3,1Fam,2056,86,11500,False,True,True,True,250000
909,2,1Fam,902,70,8885,True,False,True,True,131000
910,0,1Fam,1484,149,12589,False,True,True,True,174000
911,2,Duplex,2274,80,11600,False,True,True,True,154300
912,2,1Fam,1268,71,9286,False,False,True,True,143500
914,3,Duplex,2002,82,6270,False,True,True,True,145000
915,0,TwnhsE,1224,30,3000,False,True,True,True,173733
916,2,Twnhs,1092,21,2001,False,True,True,True,75000
918,3,1Fam,1229,68,17140,False,False,True,True,135000
919,1,1Fam,2128,103,13125,True,True,True,True,238000
920,2,1Fam,1414,87,11029,False,False,True,True,176500
921,1,1Fam,1721,70,8462,False,True,True,True,201000
922,3,Duplex,2200,67,8777,True,True,True,False,145900
923,0,1Fam,1316,65,10237,False,False,True,True,169990
924,1,TwnhsE,1617,50,8012,False,False,True,True,193000
925,2,1Fam,1686,79,10240,False,False,True,True,207500
927,0,1Fam,2374,93,11999,False,True,True,True,285000
928,2,1Fam,1978,80,9900,True,True,True,True,176000
929,1,1Fam,1788,71,11838,False,False,True,True,236500
930,1,1Fam,2236,77,13006,False,True,True,True,222000
931,0,1Fam,1466,73,8925,False,False,True,True,201000
932,2,1Fam,925,70,9100,True,False,True,True,117500
933,0,1Fam,1905,84,11670,False,False,True,True,320000
934,0,1Fam,1500,63,8487,False,False,True,True,190000
935,2,1Fam,2068,313,27650,False,False,True,True,242000
936,3,1Fam,747,52,5825,False,False,True,True,79900
937,1,1Fam,1200,67,10083,False,False,True,True,184900
938,0,1Fam,1971,75,9675,False,True,True,True,253000
939,0,1Fam,1962,73,8760,False,True,True,True,239799
940,3,1Fam,2404,82,24090,False,True,True,True,244400
941,2,Duplex,1728,55,12640,False,False,True,True,150900
942,1,1Fam,2060,77,8755,True,True,True,True,214000
944,2,Duplex,1632,100,25000,False,False,True,True,143000
946,3,1Fam,1869,98,8820,True,True,True,True,124900
947,2,1Fam,1144,70,8163,False,False,True,True,143000
948,0,1Fam,1629,85,14536,False,False,True,True,270000
949,0,1Fam,1776,65,14006,False,True,True,True,192500
950,2,1Fam,1381,78,9360,False,False,True,True,197500
951,3,1Fam,864,60,7200,False,False,True,True,129000
953,2,1Fam,768,60,7200,True,False,True,True,133900
954,2,1Fam,1968,70,11075,True,True,True,True,172000
955,2,Duplex,980,35,9400,False,False,True,False,127500
956,3,Duplex,1958,82,7136,False,True,True,True,145000
957,2,TwnhsE,1229,24,1300,True,True,True,True,124000
958,2,1Fam,1057,70,7420,False,False,True,True,132000
959,0,1Fam,1337,65,8450,False,False,True,True,185000
960,1,Twnhs,1416,24,2572,False,True,True,True,155000
961,3,1Fam,858,50,7207,False,False,True,False,116500
962,2,1Fam,2872,80,12227,False,True,True,True,272000
963,2,TwnhsE,1548,24,2308,False,True,True,True,155000
964,0,1Fam,1800,122,11923,False,False,True,True,239000
965,1,1Fam,1894,80,11316,False,True,True,True,214900
966,0,1Fam,1484,65,10237,False,True,True,True,178900
967,3,1Fam,1308,130,9600,False,True,True,True,160000
968,3,1Fam,1098,76,7390,False,False,True,True,135000
970,2,2fmCon,1095,75,10382,False,False,True,True,140000
972,1,Twnhs,1626,36,2268,False,True,True,True,173000
973,2,TwnhsE,918,55,7892,False,False,True,True,99500
974,0,1Fam,1428,95,11639,False,False,True,True,182000
975,3,1Fam,2019,60,11414,True,True,True,True,167500
976,1,Twnhs,1382,66,2651,False,True,True,True,165000
977,3,1Fam,869,51,5900,False,False,True,False,85500
978,0,TwnhsE,1241,35,4274,False,False,True,True,199900
980,2,1Fam,1121,80,8816,True,False,True,True,139000
981,2,1Fam,999,76,12122,False,False,True,True,178400
982,1,1Fam,2612,98,12203,False,True,True,True,336000
983,0,1Fam,1266,43,3182,False,False,True,True,159895
984,1,1Fam,2290,71,11250,False,True,True,True,255900
985,2,Duplex,1734,75,10125,False,True,False,True,126000
986,3,2fmCon,1164,68,10880,False,False,True,True,125000
987,3,1Fam,1635,59,5310,False,True,True,True,117000
988,0,1Fam,1940,83,10159,False,False,True,True,395192
989,2,1Fam,2030,80,12046,False,True,True,True,195000
990,0,1Fam,1576,65,8125,False,True,True,True,197000
991,1,1Fam,2392,82,9452,False,True,True,True,348000
992,3,1Fam,1742,121,17671,False,True,True,True,168000
993,2,1Fam,1851,80,9760,True,True,True,True,187000
994,0,1Fam,1500,68,8846,False,True,True,True,173900
995,0,1Fam,1718,96,12456,False,False,True,True,337500
997,2,1Fam,1050,76,10659,False,False,True,True,136500
998,2,1Fam,1442,80,11717,False,False,True,True,185000
999,3,1Fam,1077,60,9786,False,False,True,True,91000
1000,0,1Fam,1208,64,6762,False,False,True,True,206000
1001,3,1Fam,944,74,10206,False,False,False,True,82000
1003,0,1Fam,1574,75,11957,False,False,True,True,232000
1004,2,Duplex,1680,80,11500,False,False,True,True,136905
1005,0,TwnhsE,1504,43,3182,False,False,True,True,181000
1006,2,1Fam,985,65,8385,False,False,True,True,149900
1007,2,1Fam,1657,76,12155,False,False,True,True,163500
1008,2,TwnhsE,1092,21,2217,False,True,True,True,88000
1009,0,1Fam,1710,43,12118,False,False,True,True,240000
1010,3,1Fam,1522,60,6000,False,False,True,False,102000
1011,3,1Fam,1271,115,21286,False,True,True,True,135000
1012,2,Duplex,1664,75,9825,False,False,False,False,100000
1013,3,1Fam,1502,55,10592,False,True,True,True,165000
1014,3,1Fam,1022,60,7200,False,False,True,True,85000
1015,3,1Fam,1082,60,11664,False,False,True,True,119200
1016,1,1Fam,1665,70,8400,False,True,True,True,227000
1017,1,1Fam,1504,73,11883,False,False,True,True,203000
1019,1,1Fam,1472,77,10784,False,True,True,True,160000
1020,0,TwnhsE,1506,43,3013,False,False,True,True,213490
1021,0,1Fam,1132,60,7024,False,False,True,True,176000
1022,0,1Fam,1220,64,7406,False,False,True,True,194000
1023,3,1Fam,1248,52,9439,False,True,True,True,87000
1024,0,TwnhsE,1504,43,3182,False,False,True,True,191000
1026,2,1Fam,882,70,7700,True,False,True,True,112500
1027,2,1Fam,1264,73,9300,False,False,True,True,167500
1028,0,1Fam,1646,71,9520,False,False,True,True,293077
1029,3,1Fam,1376,79,9492,False,True,True,True,105000
1030,2,Twnhs,1218,21,1680,False,True,True,True,118000
1031,3,2fmCon,1928,59,7082,False,True,True,False,160000
1032,3,1Fam,3082,102,15863,False,True,True,True,197000
1034,0,1Fam,1654,71,8125,False,False,True,True,230000
1035,3,1Fam,954,50,6305,True,False,True,True,119750
1036,3,1Fam,845,68,11500,False,False,False,True,84000
1037,0,1Fam,1620,89,12898,False,False,True,True,315500
1038,1,1Fam,2264,71,9240,False,True,True,True,287000
1039,2,Twnhs,1344,21,1533,False,True,True,False,97000
1040,2,TwnhsE,630,21,1477,False,False,True,True,80000
1041,2,1Fam,1803,88,13125,True,False,True,True,155000
1042,2,1Fam,1632,80,9130,False,True,True,True,173000
1043,0,Twnhs,1306,34,5381,False,False,True,True,196000
1044,1,1Fam,2328,86,11839,False,True,True,True,262280
1045,2,1Fam,2524,80,9600,True,False,True,True,278000
1046,3,1Fam,1733,68,13680,False,False,False,True,139600
1048,1,1Fam,990,57,9245,False,False,True,True,145000
1049,2,1Fam,1771,100,21750,True,False,False,True,115000
1051,0,1Fam,1302,73,8993,False,False,True,True,176485
1052,0,1Fam,1316,103,11175,False,False,True,True,200141
1053,2,1Fam,1977,100,9500,True,True,True,True,165000
1054,3,1Fam,1526,68,8562,False,False,True,True,144500
1055,0,1Fam,1989,90,11367,False,True,True,True,255000
1057,0,TwnhsE,1364,43,7052,False,False,True,True,185850
1058,1,1Fam,1850,89,29959,False,True,True,True,248000
1059,0,1Fam,2184,96,11308,False,True,True,True,335000
1060,3,1Fam,1991,72,11275,False,True,True,True,220000
1061,1,TwnhsE,1338,41,4920,False,False,True,True,213500
1063,3,2fmCon,2336,85,13600,False,True,True,True,90000
1064,3,1Fam,1103,50,6000,True,False,True,True,110500
1065,2,1Fam,1154,76,11000,True,False,True,True,154000
1066,1,1Fam,2260,80,14000,False,True,True,True,328000
1067,1,1Fam,1571,59,7837,False,True,True,True,178000
1068,2,1Fam,1611,80,9760,False,True,True,True,167900
1069,2,TwnhsE,2520,42,3964,True,True,True,True,151400
1070,3,1Fam,893,60,9600,False,False,True,True,135000
1071,3,1Fam,1048,72,10152,False,False,True,True,135000
1072,2,1Fam,1556,78,11700,False,True,True,True,154000
1073,3,1Fam,1456,50,7585,False,True,True,True,91500
1074,2,1Fam,1426,75,7950,True,True,True,True,159500
1075,0,1Fam,1240,74,8556,False,False,True,True,194000
1076,3,1Fam,1740,75,13125,False,True,True,True,219500
1077,3,1Fam,1466,60,10800,False,True,True,True,170000
1079,0,TwnhsE,848,37,4435,False,False,True,True,155900
1080,1,1Fam,990,65,8775,False,False,True,True,126000
1082,2,1Fam,1040,75,7500,True,False,True,True,133000
1083,0,1Fam,1459,70,8749,False,False,True,True,192000
1084,2,1Fam,1251,80,8800,True,False,True,True,160000
1085,1,1Fam,1498,77,13031,False,True,True,True,187500
1086,1,1Fam,996,73,9069,False,False,True,True,147000
1087,2,TwnhsE,1092,28,1974,False,True,True,True,83500
1088,0,1Fam,1953,85,10574,False,True,True,True,252000
1089,0,Twnhs,1709,24,2522,False,True,True,True,137500
1090,0,TwnhsE,1247,37,3316,False,False,True,True,197000
1091,3,Duplex,1040,60,8544,False,False,False,True,92900
1092,1,Twnhs,1252,24,2160,False,True,True,True,160000
1093,3,1Fam,1694,60,8400,False,True,True,True,136500
1094,2,1Fam,1200,71,9230,True,False,True,True,146000
1095,3,1Fam,936,74,5868,False,False,True,True,129000
1096,0,1Fam,1314,78,9317,False,False,True,True,176432
1097,3,1Fam,1355,60,6882,False,True,True,False,127000
1098,2,TwnhsE,1088,62,3696,False,False,True,True,170000
1099,3,1Fam,1324,50,6000,False,True,True,True,128000
